title,director,cast,genres,revenue,vote_average,popularity
Sleeper (1973),Woody Allen,Woody Allen / Diane Keaton / John Beck,Comedy / Romance / Science Fiction,18344729,7.0,10.664202
Walk Hard: The Dewey Cox Story (2007),Jake Kasdan,John C. Reilly / Jenna Fischer / Tim Meadows,Comedy / Music,18317151,6.6,10.73522
Simon Birch (1998),Mark Steven Johnson,Jim Carrey / Ashley Judd / Ian Michael Smith,Comedy / Drama / Family,18253415,6.5,11.090254
Daddy Day Camp (2007),Fred Savage,Cuba Gooding Jr. / Tamala Jones / Paul Rae,Comedy / Family,18197398,4.4,12.601677
Antitrust (2001),Peter Howitt,Ryan Phillippe / Rachael Leigh Cook / Tim Robbins,Action / Crime / Drama,18195610,5.8,8.359599
Another Year (2010),Mike Leigh,Jim Broadbent / Lesley Manville / Ruth Sheen,Comedy / Drama,18124262,7.0,7.235794
Chernobyl Diaries (2012),Bradley Parker,Jesse McCartney / Jonathan Sadowski / Olivia Taylor Dudley,Horror / Thriller,18112929,4.9,20.649145
New Nightmare (1994),Wes Craven,Heather Langenkamp / Robert Englund / Miko Hughes,Horror / Thriller / Mystery / Fantasy,18090181,6.4,14.730796
Dead Man Down (2013),Niels Arden Oplev,Colin Farrell / Noomi Rapace / Terrence Howard,Thriller / Action / Crime / Drama,18074539,5.9,29.647844
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask (1972),Woody Allen,Woody Allen / John Carradine / Lou Jacobi,Comedy,18016290,6.6,13.223111
Admission (2013),Paul Weitz,Tina Fey / Paul Rudd / Michael Sheen,Comedy / Drama / Romance,18000000,5.4,17.632446
Dope (2015),Rick Famuyiwa,Shameik Moore / Kiersey Clemons / Tony Revolori,Crime / Drama / Comedy,17986781,7.2,29.761163
The Howling (1981),Joe Dante,Patrick Macnee / Dennis Dugan / Christopher Stone,Drama / Horror,17985893,6.4,6.532855
Soul Kitchen (2009),Fatih Akin,Adam Bousdoukos / Birol Ünel / Moritz Bleibtreu,Drama / Comedy,17872796,7.1,5.461487
City of Ember (2008),Gil Kenan,Saoirse Ronan / Harry Treadaway / Mary Kay Place,Adventure / Family / Fantasy,17869048,6.2,23.465539
School for Scoundrels (2006),Todd Phillips,Billy Bob Thornton / Jon Heder / Jacinda Barrett,Comedy / Drama / Romance,17807569,5.6,8.244324
Flyboys (2006),Tony Bill,James Franco / David Ellison / Jean Reno,Action / Adventure / Drama / History / Romance / War,17800000,6.3,13.155999
Halloween 4: The Return of Michael Myers (1988),Dwight H. Little,Donald Pleasence / Ellie Cornell / Danielle Harris,Horror / Thriller,17768757,5.9,9.302349
The Rage: Carrie 2 (1999),Katt Shea,Emily Bergl / Jason London / Amy Irving,Horror / Thriller / Science Fiction,17762705,5.1,4.781538
Blackhat (2015),Michael Mann,Chris Hemsworth / Leehom Wang / Tang Wei,Crime / Drama / Mystery,17752940,5.1,46.832372
Joyeux Noël (2005),Christian Carion,Diane Kruger / Natalie Dessay / Benno Fürmann,Romance / Drama / History / War / Music,17709155,7.2,13.960945
Shame (2011),Steve McQueen,Michael Fassbender / Carey Mulligan / James Badge Dale,Drama,17693675,7.0,40.688426
Regression (2015),Alejandro Amenábar,Ethan Hawke / Emma Watson / David Thewlis,Horror / Mystery / Thriller,17671101,5.3,27.215666
Nebraska (2013),Alexander Payne,Bruce Dern / Will Forte / Bob Odenkirk,Drama / Adventure,17654912,7.4,29.223881
The Postman (1997),Kevin Costner,Kevin Costner / Will Patton / Olivia Williams,Drama / Adventure,17626234,6.1,14.564667
Swing Vote (2008),Joshua Michael Stern,Kevin Costner / Madeline Carroll / Paula Patton,Drama / Comedy,17600000,5.8,5.815881
Cat on a Hot Tin Roof (1958),Richard Brooks,Elizabeth Taylor / Paul Newman / Burl Ives,Drama / Romance,17570324,7.6,16.553594
Home for the Holidays (1995),Jodie Foster,Holly Hunter / Robert Downey Jr. / Anne Bancroft,Comedy / Drama / Romance,17519169,6.3,4.031585
Sarah's Key (2010),Gilles Paquet-Brenner,Kristin Scott Thomas / Niels Arestrup / Frédéric Pierrot,Drama / War,17511906,7.2,10.072199
Sabotage (2014),David Ayer,Arnold Schwarzenegger / Sam Worthington / Mireille Enos,Action / Drama / Thriller / Crime,17508518,5.5,27.903999
Disturbing Behavior (1998),David Nutter,James Marsden / Katie Holmes / Nick Stahl,Mystery / Horror / Science Fiction,17507368,5.5,9.378688
In the Land of Women (2007),Jon Kasdan,Meg Ryan / Kristen Stewart / Adam Brody,Romance / Comedy / Drama,17500000,5.8,12.792446
Half Baked (1998),Tamra Davis,Dave Chappelle / Tommy Chong / Harland Williams,Comedy / Crime,17460020,6.4,7.894489
Capitalism: A Love Story (2009),Michael Moore,Michael Moore / Thora Birch / William Black,Documentary,17436509,7.0,10.50098
A Guy Thing (2003),Chris Koch,Jason Lee / Julia Stiles / Selma Blair,Comedy / Romance,17432163,5.3,5.596835
Monte Carlo (2011),Thomas Bezucha,Selena Gomez / Katie Cassidy / Cory Monteith,Adventure / Comedy / Romance,17425000,6.0,17.237143
Fruitvale Station (2013),Ryan Coogler,Michael B. Jordan / Octavia Spencer / Melonie Diaz,Drama,17385830,7.3,20.967146
Extreme Measures (1996),Michael Apted,Hugh Grant / Gene Hackman / Sarah Jessica Parker,Drama / Thriller,17380126,5.7,3.426555
The Phantom (1996),Simon Wincer,Billy Zane / Kristy Swanson / Treat Williams,Adventure / Action,17300889,4.7,9.025236
The Matador (2005),Richard Shepard,Pierce Brosnan / Greg Kinnear / Hope Davis,Action / Comedy / Crime / Drama / Thriller,17297244,6.2,5.647538
Max Keeble's Big Move (2001),Tim Hill,Alex D. Linz / Zena Grey / Nora Dunn,Comedy / Family / Fantasy / Science Fiction,17292381,5.4,1.081822
How to Lose Friends & Alienate People (2008),Robert B. Weide,Kelan Pannell / Janette Scott / Simon Pegg,Comedy / Romance / Drama,17286299,6.2,16.785866
12 Rounds (2009),Renny Harlin,John Cena / Aidan Gillen / Ashley Scott,Action / Adventure / Drama / Thriller,17280326,5.7,15.66135
Our Idiot Brother (2011),Jesse Peretz,Paul Rudd / Elizabeth Banks / Zooey Deschanel,Comedy / Drama,17273593,5.9,15.688439
Hudson Hawk (1991),Michael Lehmann,Bruce Willis / Danny Aiello / Andie MacDowell,Action / Adventure / Comedy,17218080,5.4,16.803457
Center Stage (2000),Nicholas Hytner,Amanda Schull / Zoe Saldana / Susan May Pratt,Drama / Music,17200925,6.8,6.961736
Fled (1996),Kevin Hooks,Laurence Fishburne / Stephen Baldwin / Salma Hayek,Action / Comedy / Thriller,17193231,5.2,2.77255
Adventureland (2009),Greg Mottola,Jesse Eisenberg / Kristen Stewart / Martin Starr,Comedy,17164377,6.4,19.978021
Space Pirate Captain Harlock (2013),Shinji Aramaki,Shun Oguri / Haruma Miura / Yu Aoi,Animation / Science Fiction,17137302,6.5,14.726338
Rushmore (1998),Wes Anderson,Jason Schwartzman / Olivia Williams / Bill Murray,Comedy / Drama,17096053,7.5,18.289303
Firestarter (1984),Mark L. Lester,David Keith / Drew Barrymore / Freddie Jones,Fantasy / Drama / Horror / Action / Thriller,17080167,5.9,11.379652
Kabhi Alvida Naa Kehna (2006),Karan Johar,Shah Rukh Khan / Rani Mukerji / Preity Zinta,Drama / Romance,17000000,6.1,3.246903
Kingdom of the Spiders (1977),John 'Bud' Cardos,William Shatner / Tiffany Bolling / Woody Strode,Horror / Science Fiction,17000000,5.7,2.537032
Punch-Drunk Love (2002),Paul Thomas Anderson,Adam Sandler / Emily Watson / Philip Seymour Hoffman,Comedy / Drama / Romance,17000000,6.9,15.960916
Rock Star (2001),Stephen Herek,Mark Wahlberg / Jennifer Aniston / Jason Flemyng,Music / Drama / Comedy,16991902,6.0,11.60815
Win a Date with Tad Hamilton! (2004),Robert Luketic,Josh Duhamel / Kate Bosworth / Topher Grace,Comedy / Romance,16980098,5.5,7.701041
Death Sentence (2007),James Wan,Kevin Bacon / Garrett Hedlund / Kelly Preston,Action / Crime / Drama / Thriller,16974459,6.5,12.643703
Jason X (2001),James Isaac,Kane Hodder / Lexa Doig / Chuck Campbell,Horror / Science Fiction,16951798,4.5,11.220643
House of Sand and Fog (2003),Vadim Perelman,Jennifer Connelly / Ben Kingsley / Ron Eldard,Drama,16942795,7.0,12.102725
88 Minutes (2007),Jon Avnet,Al Pacino / Alicia Witt / Leelee Sobieski,Crime / Mystery / Thriller,16930884,5.7,16.883429
Serving Sara (2002),Reginald Hudlin,Matthew Perry / Elizabeth Hurley / Vincent Pastore,Comedy / Romance,16930185,5.0,8.93941
Crazy/Beautiful (2001),John Stockwell,Kirsten Dunst / Jay Hernandez / Bruce Davison,Drama / Romance,16929123,6.6,6.130096
Michael Collins (1996),Neil Jordan,Liam Neeson / Aidan Quinn / Stephen Rea,Drama / Thriller,16900000,6.7,8.314624
Life or Something Like It (2002),Stephen Herek,Angelina Jolie / Edward Burns / Tony Shalhoub,Comedy / Drama / Romance,16872671,5.7,8.980846
The Cold Light of Day (2012),Mabrouk El Mechri,Henry Cavill / Verónica Echegui / Sigourney Weaver,Action / Thriller,16863583,4.8,15.131867
The Good Girl (2002),Miguel Arteta,Jennifer Aniston / Jake Gyllenhaal / Zooey Deschanel,Drama / Comedy / Romance,16856124,6.1,9.799177
Femme Fatale (2002),Brian De Palma,Rebecca Romijn / Antonio Banderas / Peter Coyote,Thriller / Crime / Romance,16838910,6.2,9.07278
House of 1000 Corpses (2003),Rob Zombie,Sid Haig / Bill Moseley / Sheri Moon Zombie,Horror,16829545,6.0,19.301432
The Hunt (2012),Thomas Vinterberg,Mads Mikkelsen / Alexandra Rapaport / Thomas Bo Larsen,Drama,16800000,7.9,21.826888
54 (1998),Mark Christopher,Ryan Phillippe / Salma Hayek / Breckin Meyer,Music / Drama,16757163,5.5,11.880899
Catch That Kid (2004),Bart Freundlich,Kristen Stewart / Corbin Bleu / Max Thieriot,Family / Action / Adventure,16702864,4.9,4.492859
The Last Godfather (2010),Shim Hyung-Rae,Harvey Keitel / Jason Mewes / Blake Clark,Action / Comedy / Thriller,16700000,4.7,0.680753
Baby's Day Out (1994),Patrick Read Johnson,Joe Mantegna / Lara Flynn Boyle / Joe Pantoliano,Action / Adventure / Comedy / Family,16671505,5.8,21.312186
Whip It (2009),Drew Barrymore,Ellen Page / Alia Shawkat / Kristen Wiig,Drama,16633035,6.7,20.05902
Paparazzi (2004),Paul Abascal,Cole Hauser / Robin Tunney / Dennis Farina,Action / Drama / Thriller,16605763,5.8,9.149089
Blue Valentine (2010),Derek Cianfrance,Ryan Gosling / Michelle Williams / Mike Vogel,Drama / Romance,16566240,6.9,26.881611
Battle of the Year (2013),Benson Lee,Josh Holloway / Josh Peck / Chris Brown,Music / Drama,16549477,5.9,8.237336
Krull (1983),Peter Yates,Ken Marshall / Lysette Anthony / Francesca Annis,Fantasy / Action / Adventure,16519460,5.8,9.904881
Trainspotting (1996),Danny Boyle,Ewan McGregor / Ewen Bremner / Jonny Lee Miller,Drama / Crime,16491080,7.8,63.513324
Pride and Prejudice and Zombies (2016),Burr Steers,Lily James / Sam Riley / Jack Huston,Romance / Horror / Comedy / Thriller,16374328,5.5,28.397048
Muppets from Space (1999),Tim Hill,Steve Whitmire / Dave Goelz / Bill Barretta,Fantasy / Comedy / Science Fiction / Family,16290976,5.8,6.589193
The Nutcracker: The Untold Story (2010),Andrei Konchalovsky,Elle Fanning / Nathan Lane / John Turturro,Fantasy / Action / Family,16178959,5.4,3.593349
Sunshine Cleaning (2008),Christine Jeffs,Amy Adams / Emily Blunt / Alan Arkin,Comedy / Drama,16174377,6.5,19.336367
Mo' Better Blues (1990),Spike Lee,Denzel Washington / Spike Lee / Wesley Snipes,Drama / Romance,16153593,6.3,3.079862
Vanity Fair (2004),Mira Nair,Reese Witherspoon / James Purefoy / Jonathan Rhys Meyers,Drama / Romance,16123851,5.5,6.618149
O (2001),Tim Blake Nelson,Mekhi Phifer / Josh Hartnett / Andrew Keegan,Drama / Romance / Thriller,16017403,5.8,4.146752
Before Sunset (2004),Richard Linklater,Ethan Hawke / Julie Delpy / Vernon Dobtcheff,Drama / Romance,15992615,7.6,14.799323
Jason Goes to Hell: The Final Friday (1993),Adam Marcus,Kane Hodder / John D. LeMay / Kari Keegan,Fantasy / Horror / Thriller,15938065,4.2,10.341982
The Birth of a Nation (2016),Nate Parker,Nate Parker / Armie Hammer / Aja Naomi King,Drama,15861566,6.5,9.452808
Highlander: Endgame (2000),Douglas Aarniokoski,Christopher Lambert / Bruce Payne / Adrian Paul,Action / Fantasy / Science Fiction,15843608,4.4,11.782725
The Long Riders (1980),Walter Hill,David Carradine / Keith Carradine / Robert Carradine,Western / History,15795189,6.6,2.959547
Kiss Kiss Bang Bang (2005),Shane Black,Robert Downey Jr. / Val Kilmer / Michelle Monaghan,Action / Comedy / Crime / Mystery,15785148,7.2,32.690038
High Plains Drifter (1973),Clint Eastwood,Clint Eastwood / Verna Bloom / Marianna Hill,Western,15700000,7.4,19.127239
Headhunters (2011),Morten Tyldum,Aksel Hennie / Nikolaj Coster-Waldau / Synnøve Macody Lund,Thriller / Crime,15699707,7.1,20.821846
The Man with the Iron Fists (2012),RZA,Russell Crowe / Lucy Liu / Jamie Chung,Action,15608545,5.2,17.672021
The Water Diviner (2014),Russell Crowe,Russell Crowe / Olga Kurylenko / Yılmaz Erdoğan,War / Drama,15520023,6.8,22.096286
The Conspirator (2010),Robert Redford,Evan Rachel Wood / James McAvoy / Kevin Kline,Crime / Drama / History,15478800,6.2,9.169271
The Greatest Story Ever Told (1965),George Stevens,Max von Sydow / Michael Anderson Jr. / Carroll Baker,Drama / History,15473333,6.5,3.011205
Before I Go to Sleep (2014),Rowan Joffe,Nicole Kidman / Colin Firth / Mark Strong,Mystery / Thriller,15447154,6.2,48.784734
The Infiltrator (2016),Brad Furman,Bryan Cranston / Diane Kruger / John Leguizamo,Crime / Drama / Thriller,15436808,6.6,24.672234
The Greatest Game Ever Played (2005),Bill Paxton,Shia LaBeouf / Stephen Dillane / Josh Flitter,Drama / Family,15431177,6.9,7.538513
Drowning Mona (2000),Nick Gomez,Danny DeVito / Bette Midler / Neve Campbell,Comedy / Crime / Mystery,15427192,5.4,3.021835
Out of the Furnace (2013),Scott Cooper,Christian Bale / Zoe Saldana / Woody Harrelson,Thriller / Drama / Crime,15400000,6.5,29.230298
Anonymous (2011),Roland Emmerich,Jamie Campbell Bower / Rhys Ifans / David Thewlis,Drama / History / Thriller,15395087,6.3,16.698316
Spaced Invaders (1990),Patrick Read Johnson,Ariana Richards / Douglas Barr / Royal Dano,Comedy / Family / Science Fiction,15369573,4.7,1.586598
Alex & Emma (2003),Rob Reiner,Luke Wilson / Kate Hudson / Sophie Marceau,Comedy / Romance,15368897,5.0,4.352422
The Fountain (2006),Darren Aronofsky,Hugh Jackman / Rachel Weisz / Ellen Burstyn,Drama / Adventure / Science Fiction / Romance,15304890,6.8,24.606012
Brother (2000),Takeshi Kitano,Takeshi Kitano / Omar Epps / Claude Maki,Crime / Drama / Thriller,15250000,6.8,5.327714
Sweet Sweetback's Baadasssss Song (1971),Melvin Van Peebles,Simon Chuckster / Melvin Van Peebles / Hubert Scales,Action / Drama / Romance,15200000,4.6,0.132878
The Last Exorcism Part II (2013),Ed Gass-Donnelly,Ashley Bell / Julia Garner / Andrew Sensenig,Horror / Thriller,15179302,4.4,10.605752
The Corruptor (1999),James Foley,Mark Wahlberg / Chow Yun-fat / Byron Mann,Action / Crime / Mystery / Thriller,15156200,6.0,4.068107
Extraordinary Measures (2010),Tom Vaughan,Harrison Ford / Brendan Fraser / Keri Russell,Drama,15134293,6.0,6.487344
Halloween: The Curse of Michael Myers (1995),Joe Chappelle,Donald Pleasence / Paul Rudd / Marianne Hagan,Horror / Thriller,15116634,5.0,9.483717
The Invasion (2007),Oliver Hirschbiegel,Nicole Kidman / Daniel Craig / Jeremy Northam,Science Fiction / Thriller,15071514,5.7,15.673154
Machete Kills (2013),Robert Rodriguez,Danny Trejo / Mel Gibson / Amber Heard,Action / Crime / Thriller,15008161,5.3,29.072964
The Cave (2005),Bruce Hunt,Cole Hauser / Eddie Cibrian / Morris Chestnut,Action / Adventure / Horror / Thriller,15007991,5.1,10.756266
The Egyptian (1954),Michael Curtiz,Jean Simmons / Victor Mature / Gene Tierney,History / Drama,15000000,6.0,4.079111
The Horseman on the Roof (1995),Jean-Paul Rappeneau,Juliette Binoche / Olivier Martinez / Pierre Arditi,War / Adventure / Drama / Romance,15000000,6.7,2.877488
Oldboy (2003),Park Chan-wook,Choi Min-sik / Yoo Ji-tae / Kang Hye-jung,Drama / Thriller / Mystery / Action,14980005,8.0,56.76349
Away We Go (2009),Sam Mendes,John Krasinski / Maya Rudolph / Carmen Ejogo,Drama / Comedy / Romance,14899417,6.7,10.13559
Raise Your Voice (2004),Sean McNamara,Hilary Duff / Oliver James / David Keith,Music / Drama / Romance,14867514,6.0,10.9071
Supernova (2000),Walter Hill,James Spader / Angela Bassett / Robert Forster,Horror / Science Fiction / Thriller,14828081,4.9,5.762037
Soul Plane (2004),Jessy Terrero,Tom Arnold / Kevin Hart / Method Man,Romance / Comedy,14822346,4.7,9.400404
Little Children (2006),Todd Field,Kate Winslet / Patrick Wilson / Jennifer Connelly,Romance / Drama,14821658,6.9,11.942862
Prom Night (2008),Nelson McCormick,Brittany Snow / Scott Porter / Jessica Stroup,Crime / Horror,14796236,4.8,9.642041
Out Cold (2001),Brendan Malloy,Jason London / Lee Majors / Zach Galifianakis,Comedy,14782676,5.8,4.12064
The Assassination of Jesse James by the Coward Robert Ford (2007),Andrew Dominik,Brad Pitt / Casey Affleck / Sam Shepard,Action / Drama / Western,14711793,7.0,35.53352
Criminal (2016),Ariel Vromen,Kevin Costner / Gary Oldman / Tommy Lee Jones,Action,14708696,5.7,27.891012
Flirting with Disaster (1996),David O. Russell,Ben Stiller / Patricia Arquette / Téa Leoni,Comedy / Romance,14702438,6.3,5.500324
It Follows (2015),David Robert Mitchell,Maika Monroe / Keir Gilchrist / Daniel Zovatto,Horror / Thriller,14674076,6.6,100.876794
Reservoir Dogs (1992),Quentin Tarantino,Harvey Keitel / Tim Roth / Michael Madsen,Crime / Thriller,14661007,8.0,66.925866
Beyond the Lights (2014),Gina Prince-Bythewood,Gugu Mbatha-Raw / Nate Parker / Minnie Driver,Romance / Drama,14618727,7.0,8.079046
Soldier (1998),Paul W.S. Anderson,Kurt Russell / Jason Scott Lee / Jason Isaacs,Action / War / Science Fiction,14567883,6.1,11.873856
Hellraiser (1987),Clive Barker,Andrew Robinson / Clare Higgins / Ashley Laurence,Horror,14564027,6.9,22.583834
A Fistful of Dollars (1964),Sergio Leone,Clint Eastwood / Marianne Koch / Gian Maria Volonté,Western,14500000,7.6,38.771062
Winnie the Pooh (2011),Stephen Anderson,Jim Cummings / Travis Oates / Bud Luckey,Animation / Family,14460000,6.8,19.143721
Unfinished Business (2015),Ken Scott,Vince Vaughn / Dave Franco / James Marsden,Comedy,14431253,5.0,16.832312
Hit & Run (2012),Dax Shepard,Kristen Bell / Dax Shepard / Tom Arnold,Action / Comedy / Romance,14400000,5.5,16.668854
Halloween III: Season of the Witch (1982),Tommy Lee Wallace,Tom Atkins / Stacey Nelkin / Dan O'Herlihy,Horror / Mystery / Science Fiction,14400000,5.0,12.030456
Trapeze (1956),Carol Reed,Burt Lancaster / Tony Curtis / Gina Lollobrigida,Drama,14400000,6.4,1.379354
Ishtar (1987),Elaine May,Warren Beatty / Dustin Hoffman / Isabelle Adjani,Action / Adventure / Comedy,14375181,4.2,2.410546
Awake (2007),Joby Harold,Hayden Christensen / Jessica Alba / Terrence Howard,Thriller / Crime / Mystery,14373825,6.3,18.172736
Memoirs of an Invisible Man (1992),John Carpenter,Chevy Chase / Daryl Hannah / Sam Neill,Comedy / Fantasy / Science Fiction,14358033,5.7,7.222985
Barbecue (2014),Eric Lavaine,Lambert Wilson / Franck Dubosc / Florence Foresti,Comedy,14348529,5.8,5.119593
Hot Rod (2007),Akiva Schaffer,Andy Samberg / Isla Fisher / Bill Hader,Action / Comedy,14334401,6.3,6.309587
The Return of the Living Dead (1985),Dan O'Bannon,Clu Gulager / James Karen / Don Calfa,Comedy / Horror,14237000,7.3,14.961629
Poltergeist III (1988),Gary Sherman,Tom Skerritt / Nancy Allen / Heather O'Rourke,Horror / Thriller,14144000,4.5,11.225044
Dragonslayer (1981),Matthew Robbins,Peter MacNicol / Caitlin Clarke / Ralph Richardson,Fantasy,14110013,6.5,3.258422
Disaster Movie (2008),Jason Friedberg,Matt Lanter / Vanessa Lachey / Nicole Ari Parker,Action / Comedy,14109284,3.0,16.238961
The Beastmaster (1982),Don Coscarelli,Marc Singer / Tanya Roberts / Rip Torn,Action / Fantasy,14056528,6.0,6.377523
